182.2023929714861;182.2023929714861;11.233644031935713
156.99043493483808;156.99043493483808;11.92499907617751
156.12737956132952;156.12737956132952;11.918188666104113
155.8861134759226;155.8861134759226;11.932235355889471
155.31127924256154;155.31127924256154;11.900949034795266
155.33038773638006;155.33038773638006;11.8750091623095
154.92127479682424;154.92127479682424;11.86143969234532
154.835512097272;154.835512097272;11.86610825421059
154.6051831550421;154.6051831550421;11.81057515718857
154.38609824182146;154.38609824182146;11.807923608376054
